,date,headline,story
121," Apr 4, 2018 ", Amazon and Facebook Bulls Cling to Buys Amid Negative-News Flood , Wall Street. Not so for Amazon.com Inc. and Facebook Inc.The companies have been defended by numerous firms in the wake of their respective share-price declines: Amazon’s spurred by a series of... 
122," Apr 9, 2018 ", Rakuten's Telecom Plans Are Now Real. So Are the Costs ," correlated to customer numbers.I wrote back in December that Rakuten's plan isn't too crazy. If Amazon.com Inc. decided to start a telecom firm, it wouldn't sound weird. But with regulators now being... "
123," Apr 4, 2018 "," Amazon May Rival Walmart Effort for Flipkart Control, Mint Says ", Amazon.com Inc. may put in a rival bid to acquire Bangalore-based Flipkart Online Services Pvt. even as the Indian e-commerce market leader is in talks with Walmart Inc. for a majority stake sale... 
124," Apr 4, 2018 "," Buyer Of Amazon On Weakness, Seller Of Facebook: Colin Gillis ","  GUEST: Colin Gillis, Director of Research at CR Partners, on the tech rout, and outlook for Amazon and Facebook. Running time 05:44... "
125," Apr 8, 2018 ", Sequoia Takes Facebook Stake as Shares Slide in Data Controversy ," Alphabet Inc., making it the largest position at 11 percent of the portfolio as of March 31. Amazon.com Inc. is the seventh-biggest holding.Other new positions last quarter include Vivendi SA,... "
126," Apr 10, 2018 ", Instagram Looks Like Facebook’s Best Hope ," dominance of the online advertising market. Google isn’t building another search engine, and Amazon isn’t building another e-commerce business, but Facebook owns a second social network that could... "
127," Apr 5, 2018 ", Instacart Adds $150 Million Two Months After Last Funding ," deal with Sam’s Club, a division of Amazon rival Walmart Inc., in February.Meanwhile, Instacart’s delivery contract with Whole Foods, which it signed before Amazon bought the grocer, remains in question... "
128," Apr 4, 2018 ", Oracle’s Safra Catz Raises Amazon Contract Fight With Trump ," years, is scheduled to be released in May with an award by the end of September.Amazon Web Services is Amazon’s fastest-growing and most profitable business, subsidizing its international e-commerce... "
129," Apr 5, 2018 ", Ahold Can't Conquer Amazon America With Dutch Safety Blanket ," year, according to Bloomberg data, and that market is under pressure from the twin threats of Amazon.com Inc. and the arrival of German discounter Lidl.The company is in a strong position to take... "
130," Apr 9, 2018 "," 30,000 Strong and Counting, UnitedHealth Gathers a Doctor Army "," longstanding relationships between patients, doctors, drugmakers and insurers. Outsiders such as Amazon.com Inc. and Walmart Inc. are looking for ways to shake up the business.For now, UnitedHealth... "
131," Apr 4, 2018 "," The Postal Service Is in Trouble, but Trump’s Tweets Won’t Fix It ", to do with the deal it has with Amazon.com to deliver the internet retailer’s packages.Leaving aside Trump’s claims about the Postal Service’s deal with Amazon (which is not a money loser) and... 
132," Apr 3, 2018 ", What Potential Amazon Regulation Could Mean for Silicon Valley ,      Bloomberg Intelligence's Jitendra Waral discusses the potential impact of regulation on Amazon.com Inc. and the long-term expectations for Spotify. He speaks with Bloomberg's Julia Chatterley... 
133," Apr 3, 2018 "," Trump to Dine With Oracle’s Catz, an Amazon Competitor "," lawmakers as well as Amazon competitors including Microsoft Corp., International Business Machines Corp. and industry groups that include Oracle. They’re worried the move will favor Amazon, which is dominant... "
134," Apr 4, 2018 ", Trump's Baseless Amazon Attacks Can't Be Ignored ," President Donald Trump is up to in going after the Washington Post -- that is, in going after Amazon.com Inc., whose founder, Jeff Bezos, also owns the Post. I can only add a little historical perspective... "
135," Apr 5, 2018 "," Now Is Not the Time to Buy Internet Stocks, Eaton Vance Says "," Beware the temptation to rush back to large-cap internet stocks after Amazon.com Inc. and Facebook Inc.’s recent convulsions.Wall Street has been swift to defend the technology behemoths, hawking... "
136," Apr 3, 2018 ", Traders May Finally Be Getting Tired of Trump's Amazon Bashing ," attacks on Amazon to further damage the company,"" and a Twitter post from a Vanity Fair correspondent Tuesday saying Larry Kudlow reportedly agrees with Trump that Amazon is a “problem.”Amazon is outperforming... "
137," Apr 4, 2018 ", Amazon and Bezos Can't Be Hurt by Trump ," entirely thanks to Amazon, which has started to rely on the Postal Service to get packages to customers' front doors.QuickTake Q&A: Amazon and the Post OfficeAlthough the terms of Amazon's postal contract... "
138," Apr 3, 2018 ", Amazon's Whole Foods Buy No Grocery Game Changer Yet ," the other industries Amazon is looking to disrupt, such as health care: Amazon-catalyzed change in your sector may not happen as quickly as you fear, either.)And as Amazon takes its time to overhaul... "
139," Apr 8, 2018 ", Britons Back Holding a Vote on May's Brexit Deal ," allies Britain’s relying on for post-Brexit trade deals. Fox will meet with companies including Amazon.com Inc., Starbucks Corp. and Warner Bros. Entertainment Inc., according to his office.Zombie... "
140," Apr 5, 2018 "," Dimon Sees Growth Opportunities All Over, ‘Even in Fixed Income’ "," JPMorgan Chase & Co. Chief Executive Officer Jamie Dimon seems set on building the Amazon.com of the financial world.In an annual letter to shareholders, the head of the largest U.S. bank said... "
141," Apr 4, 2018 ", Oracle's Catz Said to Discuss Amazon Contract Fight at Dinner With Trump ," Source: Bloomberg, 02:31                                                                                                                        Bloomberg's Alex Wayne reports on Oracle chief executive... "
142," Apr 5, 2018 "," JPMorgan CEO Sees Long Timeline, Big Goals for Health Venture "," A three-way partnership between Amazon.com Inc., Berkshire Hathaway Inc. and JPMorgan Chase & Co. has been the talk of the health-care industry, though the companies themselves have said precious... "
143," Apr 3, 2018 ", How Amazon Can Use Whole Foods to Help Weather Postal Rate Hikes ," in New York. Amazon has been experimenting with a range of delivery options. In 2015, the company launched Amazon Flex, an Uber-type app that lets independent contractors make Amazon deliveries in... "
144," Apr 3, 2018 "," Amazon, Trump and the Washington Post: Connecting the Dots "," reasons why Trump is on Amazon's case.Trump loathes Amazon because he conflates the company with the Washington Post. Bezos owns the Post and founded Amazon, but Amazon doesn't own the Post; Bezos... "
145," Apr 8, 2018 ", Your Future Home Might Be Powered By Car Batteries ," demand on weekends, using a smartphone app. Even though volunteers got free shopping points on Amazon as a reward for buying power when there was glut, only about 10 percent succeeded.The big takeaway... "
146," Apr 4, 2018 "," Congress, Not Amazon, Messed Up the U.S. Postal Service "," go back to something I find much more intriguing: the U.S. Postal Service.  Specifically, is Amazon.com Inc.'s contract with the USPS kosher, or is it a sweetheart deal that amounts to a government... "
147," Apr 5, 2018 ", Everything You Need to Know This Morning From Daybreak (Podcast) ,  we cover the biggest stories that happened overnight. Jamie Dimon seems set on building the Amazon of finance. Stocks rose after White House officials signaled that the president’s tough talk... 
148," Apr 2, 2018 ", Stock Mutual Funds Feel Amazon’s Pain ," Feb. 28. Brent Thill, Jefferies managing director, discusses Trump’s criticism of Amazon.(Source: Bloomberg)Amazon tumbled after a new round of critical comments from President Donald Trump and Florida... "
149," Apr 2, 2018 ", Amazon Takes a Beating on Trump's Tweeting ,"       Bloomberg's, Spencer Soper reports on President Trump's issue with Amazon CEO Jeff Bezos and explains how Amazon has transformed the labor market. Soper speaks with Bloomberg's Betty Liu... "
150," Apr 2, 2018 "," Amazon's Biggest Fear Factor Is Regulation, Says Jefferies' Thill "," Jefferies managing director, discusses President Donald Trump's criticism of Amazon.com Inc and the relationship between Amazon and the U.S. Postal Service. He speaks with Bloomberg's Jonathan Ferro... "
151," Apr 3, 2018 "," No Ongoing White House Talks About Amazon Action, Sources Say ", Developing... ... 
152," Apr 3, 2018 "," Trump Friend or Foe, Amazon and Sinclair Slump Amid Tweet Storm "," percent on Monday after Trump defended the Maryland-based company. That’s roughly the path taken by Amazon.com Inc., which plunged 5.1 percent Monday on a series of negative tweets by the president.The... "
153," Apr 4, 2018 ", Post Office History: Why Congress Endorsed Low Shipping Rates ," complained about the Washington Post, and Amazon founder Jeff Bezos’ ownership of it. But it’s still worth assessing the merits of the president’s argument. Is Amazon exploiting the Post Office?No more... "
154," Apr 3, 2018 "," Despite Trump’s Tweets, White House Isn’t Talking About Amazon Action "," his campaign against Amazon.com Inc. on Tuesday, again claiming the company is costing tax payers billions of dollars through a special deal with the U.S. Postal Service.Amazon pared gains Tuesday... "
155," Apr 6, 2018 ", Fed Chairman Powell Unravels Inflation Riddle ," Powell said “it almost has to be true” that the proliferation of online shopping platforms such as Amazon, and the supply-chain effects of trade globalization, are holding down inflation, even if it’s... "
156," Apr 2, 2018 ", Trump’s Amazon Tweets Dent His Stock Market Bragging Rights , wiped about $75 billion from Amazon’s market capitalization.Taking that big of a bite out of a company the size of Amazon can’t help but hurt the broader market. Amazon alone has wipe almost 10 points... 
157," Apr 2, 2018 ", Amazon Shares Face Test on Reports of Trump 'Obsession' ," Source: Bloomberg, 01:38Bloomberg’s Gerrit De Vynck discusses Amazon profits after President Donald Trump tweeted that the U.S. Postal Service will lose about $1.50 for each package it delivers... "
158," Apr 2, 2018 ", Amazon Stock Resilience May Be Tested After Another Trump Rant ," Service “will lose $1.50 on average for each package it delivers for Amazon” and added that the “Post Office scam must stop.” Amazon has said the postal service, which has financial problems stretching... "
159," Apr 6, 2018 "," Big Tech Needs Strict Privacy Rules, Not a Breakup "," would have.Or take Amazon. It could be broken up into multiple online retailers -- one for books, another for household goods and so on. After that, presumably, the baby Amazons would try to move... "
